Gene/proteinID	Brown et al. 2014 ID	Description of gene/protein product	Proposed gene name	condition	nmol/gDCW	SD	mM	logSD
CAETHG_RS04395	CAETHG_0921	hypothetical protein	RS04395	CO	0.4	0.1	0.00016463999999999997	0.24622067706923975
CAETHG_RS04395	CAETHG_0921	hypothetical protein	RS04395	High-H2 CO	0.2	0.1	8.231999999999998e-05	0.47238072707743883
CAETHG_RS04395	CAETHG_0921	hypothetical protein	RS04395	Syngas	0.2	0.1	8.231999999999998e-05	0.47238072707743883
CAETHG_RS04440	CAETHG_0931	AAA ATPase	RS04440	CO				
CAETHG_RS04440	CAETHG_0931	AAA ATPase	RS04440	High-H2 CO				
CAETHG_RS04440	CAETHG_0931	AAA ATPase	RS04440	Syngas	0.3	0.0	0.00012347999999999998	0.0
CAETHG_RS04450	CAETHG_0933	Aspartate transaminase	RS04450	CO	0.9	0.2	0.00037044	0.21954977070786863
CAETHG_RS04450	CAETHG_0933	Aspartate transaminase	RS04450	High-H2 CO				
CAETHG_RS04450	CAETHG_0933	Aspartate transaminase	RS04450	Syngas	0.3	0.1	0.00012347999999999998	0.32459284597450133
CAETHG_RS04455	CAETHG_0934	nitroreductase	RS04455	CO	11.2	1.5	0.00460992	0.13333377229528898
CAETHG_RS04455	CAETHG_0934	nitroreductase	RS04455	High-H2 CO	7.7	1.3	0.0031693199999999993	0.16764630577746822
CAETHG_RS04455	CAETHG_0934	nitroreductase	RS04455	Syngas	11.2	2.2	0.00460992	0.19457241275662673
CAETHG_RS04460	CAETHG_0935	hypothetical protein	RS04460	CO	0.9	0.1	0.00037044	0.11077044999373434
CAETHG_RS04460	CAETHG_0935	hypothetical protein	RS04460	High-H2 CO				
CAETHG_RS04460	CAETHG_0935	hypothetical protein	RS04460	Syngas	0.6	0.2	0.00024695999999999995	0.32459284597450133
CAETHG_RS04465	CAETHG_0936	transcriptional regulator, TetR family	RS04465	CO	1.0	0.2	0.0004116	0.1980422004353651
CAETHG_RS04465	CAETHG_0936	transcriptional regulator, TetR family	RS04465	High-H2 CO				
CAETHG_RS04465	CAETHG_0936	transcriptional regulator, TetR family	RS04465	Syngas	0.6	0.1	0.00024695999999999995	0.16552635496534787
CAETHG_RS04500	CAETHG_0943	CoA-disulfide reductase	RS04500	CO	3.7	0.7	0.0015229199999999997	0.1875283493331715
CAETHG_RS04500	CAETHG_0943	CoA-disulfide reductase	RS04500	High-H2 CO	2.5	0.9	0.0010289999999999997	0.34908965575742934
CAETHG_RS04500	CAETHG_0943	CoA-disulfide reductase	RS04500	Syngas	2.3	0.4	0.0009466799999999998	0.17261912641693203
CAETHG_RS04585	CAETHG_0961	peptidase M24	pepQ	CO	1.2	0.5	0.0004939199999999999	0.40010675493807013
CAETHG_RS04585	CAETHG_0961	peptidase M24	pepQ	High-H2 CO				
CAETHG_RS04585	CAETHG_0961	peptidase M24	pepQ	Syngas	1.6	0.4	0.0006585599999999999	0.24622067706923975
CAETHG_RS04640	CAETHG_0974	NADPH-dependent FMN reductase	RS04640	CO	16.1	1.2	0.0066267600000000015	0.0744309561491737
CAETHG_RS04640	CAETHG_0974	NADPH-dependent FMN reductase	RS04640	High-H2 CO	8.4	1.8	0.0034574399999999996	0.21188515735626917
CAETHG_RS04640	CAETHG_0974	NADPH-dependent FMN reductase	RS04640	Syngas	15.7	2.1	0.006462119999999998	0.13316541842329752
CAETHG_RS04685	CAETHG_0983	2,4-dienoyl-CoA reductase (NADPH)	enr	CO	2.6	0.2	0.00107016	0.07680964865945113
CAETHG_RS04685	CAETHG_0983	2,4-dienoyl-CoA reductase (NADPH)	enr	High-H2 CO	3.3	1.3	0.00135828	0.3798201078503156
CAETHG_RS04685	CAETHG_0983	2,4-dienoyl-CoA reductase (NADPH)	enr	Syngas	1.3	0.2	0.00053508	0.15294730979884993
CAETHG_RS04765	CAETHG_0999	basic membrane lipoprotein	bmpA	CO				
CAETHG_RS04765	CAETHG_0999	basic membrane lipoprotein	bmpA	High-H2 CO	0.6	0.3	0.00024695999999999995	0.47238072707743883
CAETHG_RS04765	CAETHG_0999	basic membrane lipoprotein	bmpA	Syngas				
CAETHG_RS04820	CAETHG_1012	Glyoxylate reductase (NADP(+))	RS04820	CO	1.5	0.2	0.0006173999999999998	0.1327463797992986
CAETHG_RS04820	CAETHG_1012	Glyoxylate reductase (NADP(+))	RS04820	High-H2 CO				
CAETHG_RS04820	CAETHG_1012	Glyoxylate reductase (NADP(+))	RS04820	Syngas	0.9	0.4	0.00037044	0.4245725189304461
CAETHG_RS04855	CAETHG_1019	hypothetical protein	RS04855	CO	1.2	0.3	0.0004939199999999999	0.24622067706923975
CAETHG_RS04855	CAETHG_1019	hypothetical protein	RS04855	High-H2 CO	0.5	0.2	0.0002058	0.38525317015992666
CAETHG_RS04855	CAETHG_1019	hypothetical protein	RS04855	Syngas	0.3	0.1	0.00012347999999999998	0.32459284597450133
CAETHG_RS05055	CAETHG_1059	NADP-dependent oxidoreductase domain containing	K07079_2	CO	3.3	0.8	0.00135828	0.23897154084973932
CAETHG_RS05055	CAETHG_1059	NADP-dependent oxidoreductase domain containing	K07079_2	High-H2 CO	2.4	0.8	0.0009878399999999998	0.32459284597450133
CAETHG_RS05055	CAETHG_1059	NADP-dependent oxidoreductase domain containing	K07079_2	Syngas	2.8	0.4	0.00115248	0.14213622802621248
CAETHG_RS05080	CAETHG_1064	methyl-accepting chemotaxis sensory transducer	RS05080	CO	0.6	0.1	0.00024695999999999995	0.16552635496534787
CAETHG_RS05080	CAETHG_1064	methyl-accepting chemotaxis sensory transducer	RS05080	High-H2 CO	1.1	0.1	0.00045275999999999997	0.09072209839127093
CAETHG_RS05080	CAETHG_1064	methyl-accepting chemotaxis sensory transducer	RS05080	Syngas	0.1	0.0	4.115999999999999e-05	0.0
CAETHG_RS05085	CAETHG_1065	Phosphoglycerate dehydrogenase	serA	CO	14.4	1.4	0.00592704	0.09699365102983372
CAETHG_RS05085	CAETHG_1065	Phosphoglycerate dehydrogenase	serA	High-H2 CO	13.5	3.9	0.005556599999999999	0.2831195176856165
CAETHG_RS05085	CAETHG_1065	Phosphoglycerate dehydrogenase	serA	Syngas	11.3	1.7	0.00465108	0.14960151844783376
CAETHG_RS05120	CAETHG_1072	diguanylate cyclase	pleD	CO	0.6	0.1	0.00024695999999999995	0.16552635496534787
CAETHG_RS05120	CAETHG_1072	diguanylate cyclase	pleD	High-H2 CO				
CAETHG_RS05120	CAETHG_1072	diguanylate cyclase	pleD	Syngas	0.3	0.0	0.00012347999999999998	0.0
CAETHG_RS05125	CAETHG_1073	DNA polymerase III polC-type	polC	CO	0.4	0.2	0.00016463999999999997	0.47238072707743883
CAETHG_RS05125	CAETHG_1073	DNA polymerase III polC-type	polC	High-H2 CO				
CAETHG_RS05125	CAETHG_1073	DNA polymerase III polC-type	polC	Syngas				
CAETHG_RS05130	CAETHG_1074	peptidase S51 dipeptidase E	RS05130	CO	3.9	0.4	0.0016052399999999997	0.10229590059871894
CAETHG_RS05130	CAETHG_1074	peptidase S51 dipeptidase E	RS05130	High-H2 CO	2.2	1.0	0.0009055199999999999	0.4333775214655178
CAETHG_RS05130	CAETHG_1074	peptidase S51 dipeptidase E	RS05130	Syngas	2.9	0.3	0.0011936399999999997	0.10317310459327085
CAETHG_RS05140	CAETHG_1076		RS05140	CO	3.3	0.4	0.00135828	0.1207704062214448
CAETHG_RS05140	CAETHG_1076		RS05140	High-H2 CO	2.1	0.7	0.0008643599999999999	0.32459284597450133
CAETHG_RS05140	CAETHG_1076		RS05140	Syngas	3.3	0.9	0.00135828	0.2678505270833741
CAETHG_RS05235	CAETHG_1095		RS05235	CO	3.4	3.7	0.0013994399999999996	0.8838977839530642
CAETHG_RS05235	CAETHG_1095		RS05235	High-H2 CO	3.3	2.6	0.00135828	0.6949034799412338
CAETHG_RS05235	CAETHG_1095		RS05235	Syngas	1.1	0.3	0.00045275999999999997	0.2678505270833741
CAETHG_RS05240	CAETHG_1096		RS05240	CO	4.1	0.5	0.0016875599999999996	0.12150141827570927
CAETHG_RS05240	CAETHG_1096		RS05240	High-H2 CO	3.1	0.7	0.0012759599999999998	0.22300493462031856
CAETHG_RS05240	CAETHG_1096		RS05240	Syngas	6.2	1.1	0.0025519199999999996	0.17604648243792095
CAETHG_RS05315	CAETHG_1110	cob(I)alamin adenosyltransferase	cobA	CO	6.0	0.3	0.0024695999999999993	0.049968792246632754
CAETHG_RS05315	CAETHG_1110	cob(I)alamin adenosyltransferase	cobA	High-H2 CO	4.9	0.7	0.0020168399999999998	0.14213622802621248
CAETHG_RS05315	CAETHG_1110	cob(I)alamin adenosyltransferase	cobA	Syngas	6.8	1.2	0.0027988799999999993	0.1751193832588852
CAETHG_RS05325	CAETHG_1112	precorrin-6x reductase	cobK-cbiJ	CO	3.2	0.9	0.0013171199999999997	0.27591449463991574
CAETHG_RS05325	CAETHG_1112	precorrin-6x reductase	cobK-cbiJ	High-H2 CO				
CAETHG_RS05325	CAETHG_1112	precorrin-6x reductase	cobK-cbiJ	Syngas	2.0	1.1	0.0008232	0.5140870496767886
CAETHG_RS05330	CAETHG_1113	Sirohydrochlorin cobaltochelatase	cbiK	CO	2.1	0.7	0.0008643599999999999	0.32459284597450133
CAETHG_RS05330	CAETHG_1113	Sirohydrochlorin cobaltochelatase	cbiK	High-H2 CO	0.7	0.4	0.00028812	0.5315702886589981
CAETHG_RS05330	CAETHG_1113	Sirohydrochlorin cobaltochelatase	cbiK	Syngas	3.0	0.7	0.0012347999999999997	0.23024776933906912
CAETHG_RS05335	CAETHG_1114	precorrin-3B C17-methyltransferase	cobJ	CO	7.2	0.7	0.00296352	0.09699365102983372
CAETHG_RS05335	CAETHG_1114	precorrin-3B C17-methyltransferase	cobJ	High-H2 CO	2.4	0.8	0.0009878399999999998	0.32459284597450133
CAETHG_RS05335	CAETHG_1114	precorrin-3B C17-methyltransferase	cobJ	Syngas	5.9	1.2	0.00242844	0.20133226139229707
CAETHG_RS05340	CAETHG_1115	Cobalamin synthesis G domain-containing protein	cbiG	CO	1.0	0.4	0.0004116	0.38525317015992666
CAETHG_RS05340	CAETHG_1115	Cobalamin synthesis G domain-containing protein	cbiG	High-H2 CO	0.3	0.2	0.00012347999999999998	0.6064031498312963
CAETHG_RS05340	CAETHG_1115	Cobalamin synthesis G domain-containing protein	cbiG	Syngas	0.5	0.1	0.0002058	0.1980422004353651
CAETHG_RS05345	CAETHG_1116	precorrin-4 C11-methyltransferase	cobM	CO	7.4	2.0	0.0030458399999999993	0.26552090479928003
CAETHG_RS05345	CAETHG_1116	precorrin-4 C11-methyltransferase	cobM	High-H2 CO	5.0	2.4	0.0020579999999999995	0.45534527533427027
CAETHG_RS05345	CAETHG_1116	precorrin-4 C11-methyltransferase	cobM	Syngas	7.2	0.5	0.00296352	0.06936093794839412
CAETHG_RS05350	CAETHG_1117	precorrin-2 C20-methyltransferase	cobI-cbiL	CO	9.3	1.9	0.0038278799999999992	0.20221613263009383
CAETHG_RS05350	CAETHG_1117	precorrin-2 C20-methyltransferase	cobI-cbiL	High-H2 CO	3.8	0.9	0.0015640799999999998	0.23361799928246224
CAETHG_RS05350	CAETHG_1117	precorrin-2 C20-methyltransferase	cobI-cbiL	Syngas	8.9	1.0	0.0036632399999999995	0.11200732968268122
CAETHG_RS05355	CAETHG_1118	precorrin-6Y C5,15-methyltransferase (decarboxy	cbiT	CO	5.2	0.7	0.00214032	0.1340114471966947
CAETHG_RS05355	CAETHG_1118	precorrin-6Y C5,15-methyltransferase (decarboxy	cbiT	High-H2 CO	3.4	1.0	0.0013994399999999996	0.28803870884973287
CAETHG_RS05355	CAETHG_1118	precorrin-6Y C5,15-methyltransferase (decarboxy	cbiT	Syngas	6.9	1.0	0.00284004	0.14417505973966738
CAETHG_RS05360	CAETHG_1119	precorrin-6y C5,15-methyltransferase (decarboxy	cbiE	CO	8.4	2.2	0.0034574399999999996	0.25757302520911324
CAETHG_RS05360	CAETHG_1119	precorrin-6y C5,15-methyltransferase (decarboxy	cbiE	High-H2 CO	4.6	1.9	0.0018933599999999995	0.3968886953683232
CAETHG_RS05360	CAETHG_1119	precorrin-6y C5,15-methyltransferase (decarboxy	cbiE	Syngas	9.8	0.6	0.0040336799999999996	0.061167231942007676
CAETHG_RS05365	CAETHG_1120	cobalt-precorrin-6A synthase (deacetylating)	cbiD	CO	3.8	1.0	0.0015640799999999998	0.25876516599409194
CAETHG_RS05365	CAETHG_1120	cobalt-precorrin-6A synthase (deacetylating)	cbiD	High-H2 CO	2.0	1.0	0.0008232	0.47238072707743883
CAETHG_RS05365	CAETHG_1120	cobalt-precorrin-6A synthase (deacetylating)	cbiD	Syngas	3.6	1.6	0.00148176	0.4245725189304461
CAETHG_RS05370	CAETHG_1121	Precorrin-8X methylmutase	cobH-cbiC	CO	15.8	0.1	0.006503279999999999	0.006329050543022851
CAETHG_RS05370	CAETHG_1121	Precorrin-8X methylmutase	cobH-cbiC	High-H2 CO	8.0	2.6	0.0032928	0.31687660994764627
CAETHG_RS05370	CAETHG_1121	Precorrin-8X methylmutase	cobH-cbiC	Syngas	15.1	2.1	0.006215159999999999	0.13840734139838923
CAETHG_RS05375	CAETHG_1122	Nicotinate-nucleotide--dimethylbenzimidazole ph	cobU	CO	19.7	1.3	0.008108519999999998	0.0659181758393882
CAETHG_RS05375	CAETHG_1122	Nicotinate-nucleotide--dimethylbenzimidazole ph	cobU	High-H2 CO	12.4	1.4	0.005103839999999999	0.11254589073028233
CAETHG_RS05375	CAETHG_1122	Nicotinate-nucleotide--dimethylbenzimidazole ph	cobU	Syngas	14.2	2.2	0.0058447199999999986	0.15401177291339857
CAETHG_RS05380	CAETHG_1123	Cobyrinic acid A,C-diamide synthase	cobB-cbiA	CO	5.0	1.0	0.0020579999999999995	0.1980422004353651
CAETHG_RS05380	CAETHG_1123	Cobyrinic acid A,C-diamide synthase	cobB-cbiA	High-H2 CO	3.3	1.1	0.00135828	0.32459284597450133
CAETHG_RS05380	CAETHG_1123	Cobyrinic acid A,C-diamide synthase	cobB-cbiA	Syngas	4.4	1.2	0.0018110399999999999	0.2678505270833741
CAETHG_RS05385	CAETHG_1124	Porphobilinogen synthase	hemB	CO	23.5	5.3	0.009672599999999998	0.2227404237776465
CAETHG_RS05385	CAETHG_1124	Porphobilinogen synthase	hemB	High-H2 CO	9.6	1.3	0.003951359999999999	0.1348019513394994
CAETHG_RS05385	CAETHG_1124	Porphobilinogen synthase	hemB	Syngas	18.7	3.0	0.0076969199999999995	0.15940971732797732
CAETHG_RS05390	CAETHG_1125	uroporphyrin-III C-methyltransferase	cobA-hemD	CO	14.6	1.5	0.006009359999999999	0.10247014917246233
CAETHG_RS05390	CAETHG_1125	uroporphyrin-III C-methyltransferase	cobA-hemD	High-H2 CO	10.4	2.4	0.00428064	0.2277824298953098
CAETHG_RS05390	CAETHG_1125	uroporphyrin-III C-methyltransferase	cobA-hemD	Syngas	10.7	1.5	0.004404119999999999	0.13950540075539694
CAETHG_RS05395	CAETHG_1126	Porphobilinogen deaminase	hemC	CO	7.2	0.7	0.00296352	0.09699365102983372
CAETHG_RS05395	CAETHG_1126	Porphobilinogen deaminase	hemC	High-H2 CO	3.3	1.9	0.00135828	0.5350735580101671
CAETHG_RS05395	CAETHG_1126	Porphobilinogen deaminase	hemC	Syngas	4.9	1.1	0.0020168399999999998	0.2217361501957035
CAETHG_RS05405	CAETHG_1128	Threonine-phosphate decarboxylase	cobD	CO	1.3	0.1	0.00053508	0.07680964865945113
CAETHG_RS05405	CAETHG_1128	Threonine-phosphate decarboxylase	cobD	High-H2 CO	0.7	0.3	0.00028812	0.41063695941280387
CAETHG_RS05405	CAETHG_1128	Threonine-phosphate decarboxylase	cobD	Syngas				
CAETHG_RS05415	CAETHG_1130	Cobyric acid synthase	cobQ	CO	14.1	1.1	0.005803559999999998	0.07789587139332123
CAETHG_RS05415	CAETHG_1130	Cobyric acid synthase	cobQ	High-H2 CO	12.6	3.3	0.0051861599999999996	0.25757302520911324
CAETHG_RS05415	CAETHG_1130	Cobyric acid synthase	cobQ	Syngas	8.0	1.3	0.0032928	0.16144232265645117
CAETHG_RS05420	CAETHG_1131	Sulfate-transporting ATPase	cbiO2	CO	0.8	0.1	0.00032927999999999994	0.1245158083777528
CAETHG_RS05420	CAETHG_1131	Sulfate-transporting ATPase	cbiO2	High-H2 CO	0.9	0.2	0.00037044	0.21954977070786863
CAETHG_RS05420	CAETHG_1131	Sulfate-transporting ATPase	cbiO2	Syngas	0.5	0.1	0.0002058	0.1980422004353651
CAETHG_RS05425	CAETHG_1132	ABC-type transporter, integral membrane subunit	cbiQ2	CO				
CAETHG_RS05425	CAETHG_1132	ABC-type transporter, integral membrane subunit	cbiQ2	High-H2 CO	0.1	0.1	4.115999999999999e-05	0.8325546111576977
CAETHG_RS05425	CAETHG_1132	ABC-type transporter, integral membrane subunit	cbiQ2	Syngas	0.1	0.0	4.115999999999999e-05	0.0
CAETHG_RS05430	CAETHG_1133	NUDIX hydrolase	NUDT5	CO	4.3	1.5	0.0017698799999999995	0.33887188936580115
CAETHG_RS05430	CAETHG_1133	NUDIX hydrolase	NUDT5	High-H2 CO	2.2	0.8	0.0009055199999999999	0.3524065553184047
CAETHG_RS05430	CAETHG_1133	NUDIX hydrolase	NUDT5	Syngas	6.4	1.3	0.0026342399999999995	0.20107534211443176
CAETHG_RS05455	CAETHG_1138	NLPA lipoprotein	metQ	CO	15.0	2.0	0.006173999999999999	0.13274637979929776
CAETHG_RS05455	CAETHG_1138	NLPA lipoprotein	metQ	High-H2 CO	1.8	0.5	0.00074088	0.2726323649350856
CAETHG_RS05455	CAETHG_1138	NLPA lipoprotein	metQ	Syngas	6.1	1.5	0.0025107599999999995	0.2423013789394069
CAETHG_RS05460	CAETHG_1139	D-alanine--D-alanine ligase	ddl	CO	0.6	0.1	0.00024695999999999995	0.16552635496534787
CAETHG_RS05460	CAETHG_1139	D-alanine--D-alanine ligase	ddl	High-H2 CO	0.7	0.8	0.00028812	0.9140938248351284
CAETHG_RS05460	CAETHG_1139	D-alanine--D-alanine ligase	ddl	Syngas	0.2	0.1	8.231999999999998e-05	0.47238072707743883
CAETHG_RS05465	CAETHG_1140	Alanine racemase	alr	CO	1.0	0.5	0.0004116	0.47238072707743883
CAETHG_RS05465	CAETHG_1140	Alanine racemase	alr	High-H2 CO	0.5	0.5	0.0002058	0.8325546111576977
CAETHG_RS05465	CAETHG_1140	Alanine racemase	alr	Syngas	1.2	0.3	0.0004939199999999999	0.24622067706923975
CAETHG_RS05495	CAETHG_1146	nitroreductase	RS05495	CO	4.3	0.8	0.0017698799999999995	0.1844660891685192
CAETHG_RS05495	CAETHG_1146	nitroreductase	RS05495	High-H2 CO	2.0	0.8	0.0008232	0.38525317015992666
CAETHG_RS05495	CAETHG_1146	nitroreductase	RS05495	Syngas	4.6	0.6	0.0018933599999999995	0.12988505804550798
CAETHG_RS05500	CAETHG_1147	D-lactate dehydrogenase	ldh	CO	9.2	0.5	0.003786719999999999	0.0543077585606989
CAETHG_RS05500	CAETHG_1147	D-lactate dehydrogenase	ldh	High-H2 CO	6.1	2.2	0.0025107599999999995	0.34968820978183685
CAETHG_RS05500	CAETHG_1147	D-lactate dehydrogenase	ldh	Syngas	7.1	1.6	0.0029223599999999993	0.22256717516717475
CAETHG_RS05620	CAETHG_1173	hypothetical protein	queG2	CO	0.9	0.2	0.00037044	0.21954977070786863
CAETHG_RS05620	CAETHG_1173	hypothetical protein	queG2	High-H2 CO	0.8	0.5	0.00032927999999999994	0.5742414878537321
CAETHG_RS05620	CAETHG_1173	hypothetical protein	queG2	Syngas	0.4	0.2	0.00016463999999999997	0.47238072707743883
CAETHG_RS05635	CAETHG_1176	Phosphoglycerate dehydrogenase	serA2	CO	1.1	0.5	0.00045275999999999997	0.4333775214655178
CAETHG_RS05635	CAETHG_1176	Phosphoglycerate dehydrogenase	serA2	High-H2 CO	1.1	0.4	0.00045275999999999997	0.3524065553184047
CAETHG_RS05635	CAETHG_1176	Phosphoglycerate dehydrogenase	serA2	Syngas	0.9	0.2	0.00037044	0.21954977070786863
CAETHG_RS05715	CAETHG_1192	ATP-dependent Clp protease proteolytic subunit	clpP	CO	2.3	0.6	0.0009466799999999998	0.2565878003493961
CAETHG_RS05715	CAETHG_1192	ATP-dependent Clp protease proteolytic subunit	clpP	High-H2 CO	1.3	0.3	0.00053508	0.2277824298953098
CAETHG_RS05715	CAETHG_1192	ATP-dependent Clp protease proteolytic subunit	clpP	Syngas	4.6	0.6	0.0018933599999999995	0.12988505804550798
CAETHG_RS05760	CAETHG_1201	UspA domain-containing protein	RS05760	CO	6.0	1.2	0.0024695999999999993	0.1980422004353651
CAETHG_RS05760	CAETHG_1201	UspA domain-containing protein	RS05760	High-H2 CO	2.0	0.6	0.0008232	0.293560379208524
CAETHG_RS05760	CAETHG_1201	UspA domain-containing protein	RS05760	Syngas	5.3	0.6	0.0021814799999999995	0.11284732808616926
CAETHG_RS05810	CAETHG_1211	ABC-type transporter, periplasmic subunit famil	ABC.PA.S_2	CO	14.6	1.8	0.006009359999999999	0.12282300087420503
CAETHG_RS05810	CAETHG_1211	ABC-type transporter, periplasmic subunit famil	ABC.PA.S_2	High-H2 CO	15.0	1.5	0.006173999999999999	0.0997513451195927
CAETHG_RS05810	CAETHG_1211	ABC-type transporter, periplasmic subunit famil	ABC.PA.S_2	Syngas	12.3	1.8	0.005062679999999999	0.1455669175632291
CAETHG_RS05825	CAETHG_1215	ATP-dependent helicase/nuclease subunit A	addA	CO	1.1	0.5	0.00045275999999999997	0.4333775214655178
CAETHG_RS05825	CAETHG_1215	ATP-dependent helicase/nuclease subunit A	addA	High-H2 CO	0.6	0.5	0.00024695999999999995	0.7261920721938523
CAETHG_RS05825	CAETHG_1215	ATP-dependent helicase/nuclease subunit A	addA	Syngas	0.1	0.1	4.115999999999999e-05	0.8325546111576977
CAETHG_RS05835	CAETHG_1217	threonine synthase	thrC	CO	7.2	0.2	0.00296352	0.027772421648531602
CAETHG_RS05835	CAETHG_1217	threonine synthase	thrC	High-H2 CO	6.1	1.7	0.0025107599999999995	0.2734936780877984
CAETHG_RS05835	CAETHG_1217	threonine synthase	thrC	Syngas	6.2	0.8	0.0025519199999999996	0.12849997304470656
CAETHG_RS05840	CAETHG_1218	cysteine desulfurase family protein	RS05840	CO	1.3	0.7	0.00053508	0.5045754134577065
CAETHG_RS05840	CAETHG_1218	cysteine desulfurase family protein	RS05840	High-H2 CO	0.5	0.1	0.0002058	0.1980422004353651
CAETHG_RS05840	CAETHG_1218	cysteine desulfurase family protein	RS05840	Syngas	0.9	0.5	0.00037044	0.5186424003488612
CAETHG_RS05845	CAETHG_1219	cobalamin (vitamin B12) biosynthesis CbiM prote	cbiM2	CO	3.8	0.7	0.0015640799999999998	0.18267588260747206
CAETHG_RS05845	CAETHG_1219	cobalamin (vitamin B12) biosynthesis CbiM prote	cbiM2	High-H2 CO	3.6	1.2	0.00148176	0.32459284597450133
CAETHG_RS05845	CAETHG_1219	cobalamin (vitamin B12) biosynthesis CbiM prote	cbiM2	Syngas				
CAETHG_RS05850	CAETHG_1220	Lipoyl synthase	lipA	CO	3.0	0.5	0.0012347999999999997	0.16552635496534787
CAETHG_RS05850	CAETHG_1220	Lipoyl synthase	lipA	High-H2 CO	2.1	1.3	0.0008643599999999999	0.5695735964039335
CAETHG_RS05850	CAETHG_1220	Lipoyl synthase	lipA	Syngas	1.2	0.1	0.0004939199999999999	0.08318919908602172
CAETHG_RS05865	CAETHG_1223	cold-shock DNA-binding domain protein	cspA3	CO	52.7	13.3	0.021691319999999997	0.2484863868838863
CAETHG_RS05865	CAETHG_1223	cold-shock DNA-binding domain protein	cspA3	High-H2 CO	24.3	3.2	0.01000188	0.13112162922533488
CAETHG_RS05865	CAETHG_1223	cold-shock DNA-binding domain protein	cspA3	Syngas	110.1	13.2	0.045317159999999995	0.11946350643480692
CAETHG_RS05870	CAETHG_1224	L-serine dehydratase, iron-sulfur-dependent, al	sdaA	CO				
CAETHG_RS05870	CAETHG_1224	L-serine dehydratase, iron-sulfur-dependent, al	sdaA	High-H2 CO				
CAETHG_RS05870	CAETHG_1224	L-serine dehydratase, iron-sulfur-dependent, al	sdaA	Syngas	0.9	0.2	0.00037044	0.21954977070786863
CAETHG_RS05915	CAETHG_1234	Sporulation protein YtfJ	RS05915	CO	2.5	1.4	0.0010289999999999997	0.5222752719744892
CAETHG_RS05915	CAETHG_1234	Sporulation protein YtfJ	RS05915	High-H2 CO	0.2	0.1	8.231999999999998e-05	0.47238072707743883
CAETHG_RS05915	CAETHG_1234	Sporulation protein YtfJ	RS05915	Syngas	4.1	2.5	0.0016875599999999996	0.5622504490175074
CAETHG_RS05935	CAETHG_1238	molybdenum cofactor biosynthesis protein A	moaA	CO	2.3	0.4	0.0009466799999999998	0.17261912641693203
CAETHG_RS05935	CAETHG_1238	molybdenum cofactor biosynthesis protein A	moaA	High-H2 CO	1.1	0.5	0.00045275999999999997	0.4333775214655178
CAETHG_RS05935	CAETHG_1238	molybdenum cofactor biosynthesis protein A	moaA	Syngas	0.7	0.1	0.00028812	0.14213622802621248
CAETHG_RS05960	CAETHG_1243	Phosphoglycerate dehydrogenase	hprA2	CO	1.9	0.5	0.0007820399999999999	0.25876516599409194
CAETHG_RS05960	CAETHG_1243	Phosphoglycerate dehydrogenase	hprA2	High-H2 CO	2.0	0.6	0.0008232	0.293560379208524
CAETHG_RS05960	CAETHG_1243	Phosphoglycerate dehydrogenase	hprA2	Syngas	1.1	0.5	0.00045275999999999997	0.4333775214655178
CAETHG_RS05975	CAETHG_1246	peptidase M20	RS05975	CO				
CAETHG_RS05975	CAETHG_1246	peptidase M20	RS05975	High-H2 CO	0.3	0.2	0.00012347999999999998	0.6064031498312963
CAETHG_RS05975	CAETHG_1246	peptidase M20	RS05975	Syngas	0.3	0.1	0.00012347999999999998	0.32459284597450133
CAETHG_RS05985	CAETHG_1248	methyl-accepting chemotaxis sensory transducer	mcp13	CO				
CAETHG_RS05985	CAETHG_1248	methyl-accepting chemotaxis sensory transducer	mcp13	High-H2 CO	0.7	0.7	0.00028812	0.8325546111576977
